EventID,Ajans,Tarih_UTC,Enlem,Boylam,Derinlik,Buyukluk,Ulke,Sehir
272073,DDA,2014-09-04 21:00:03,36.172,30.9301,41.03,5.2,-,AKDENIZ-DOGU BASENI
272055,DDA,2014-09-04 17:43:41,40.1668,24.9058,27.08,4.7,-,EGE DENIZI
272018,DDA,2014-09-04 09:04:06,34.3961,24.043,4.06,4.1,-,AKDENIZ-DOGU BASENI
272001,DDA,2014-09-04 03:53:01,41.6153,32.4883,16.85,4.1,Türkiye,BARTIN
271766,DDA,2014-08-31 15:08:03,36.7431,43.6975,102.37,4.1,Iraq,-
271642,DDA,2014-08-29 03:45:09,36.8513,23.7948,46.09,5.5,-,EGE DENIZI
271521,DDA,2014-08-27 10:02:30,35.9743,40.6146,7.84,4.3,Syria,-
271188,DDA,2014-08-24 19:43:31,37.644,30.6368,7.58,4.8,Türkiye,BURDUR
271180,DDA,2014-08-24 13:06:54,35.4031,31.6171,12.99,4,-,AKDENIZ-DOGU BASENI
271035,DDA,2014-08-22 17:46:24,35.2531,27.5105,18.3,4.3,-,AKDENIZ-DOGU BASENI
270995,DDA,2014-08-22 04:27:54,40.0218,23.7146,13.95,4.9,-,EGE DENIZI
270996,DDA,2014-08-22 04:22:32,40.0381,23.806,12.37,4.2,-,EGE DENIZI
270975,DDA,2014-08-21 20:37:14,35.5055,27.6283,4.74,4.6,-,AKDENIZ-DOGU BASENI
268492,DDA,2014-08-15 04:00:17,37.0156,27.3876,11.69,4,Türkiye,MUGLA
268445,DDA,2014-08-14 12:27:59,35.9066,28.1063,21.39,4,-,AKDENIZ-DOGU BASENI
268383,DDA,2014-08-14 00:59:52,35.7485,27.3595,19.36,4,-,-
268338,DDA,2014-08-13 14:17:39,34.8731,28.4533,15.35,4,-,AKDENIZ-DOGU BASENI
268313,DDA,2014-08-13 09:42:54,36.9278,27.6545,15.27,4.1,-,-
268192,DDA,2014-08-11 22:23:32,40.321,26.0166,8.76,4.1,-,-
268181,DDA,2014-08-11 18:48:19,36.404,23.598,36.9,4.1,-,EGE DENIZI
267255,DDA,2014-08-08 08:20:45,34.7556,24.9458,6.73,4.5,-,-
235527,DDA,2014-08-03 22:22:44,40.5916,29.1678,10.17,4,Türkiye,YALOVA
234767,DDA,2014-07-22 08:04:21,34.557,26.249,15,4.5,-,AKDENIZ-DOGU BASENI
234670,DDA,2014-07-20 14:07:51,41.739,35.8155,9.03,4.2,-,-
234650,DDA,2014-07-20 02:46:49,36.7425,28.11,37.97,4,-,MUGLA
234608,DDA,2014-07-19 09:16:22,41.7963,42.0648,15.27,4.2,Georgia,-
234591,DDA,2014-07-19 02:24:31,38.591,43.1265,12.61,4.1,Türkiye,-
234519,DDA,2014-07-18 03:58:58,38.233,26.6198,13.81,4,Türkiye,IZMIR
234431,DDA,2014-07-16 11:59:29,40.2411,26.2518,16.24,4,-,-
234353,DDA,2014-07-15 12:25:52,39.13,29.0041,9.92,4.1,Türkiye,KÜTAHYA
233194,DDA,2014-07-12 21:58:23,36.5825,35.8845,20.44,4,-,-
233104,DDA,2014-07-11 09:46:02,38.3038,23.4386,7.04,4.5,Greece,-
233060,DDA,2014-07-10 18:31:34,36.5488,27.2845,22.84,4.2,-,-
233016,DDA,2014-07-10 07:58:05,35.922,30.251,19.5,4,-,AKDENIZ-DOGU BASENI
232985,DDA,2014-07-09 23:45:02,40.4121,26.2645,21.06,4.2,-,-
232883,DDA,2014-07-08 14:05:34,35.8135,23.6963,13.48,4.2,-,-
232742,DDA,2014-07-06 23:08:32,40.7531,44.4016,11.94,4.1,Armenia,-
232491,DDA,2014-07-03 05:04:46,40.1931,27.9231,11.75,4.5,Türkiye,BALIKESIR
232355,DDA,2014-06-30 16:35:25,35.2775,33.7853,36.82,4.1,Cyprus,-
232287,DDA,2014-06-29 17:26:08,41.8865,46.7108,6.97,5,Russia,Russia
232274,DDA,2014-06-29 11:19:05,35.1795,27.6946,10.86,4.2,-,AKDENIZ-DOGU BASENI
232156,DDA,2014-06-27 16:14:23,38.2246,24.9995,4.27,4.6,-,EGE DENIZI
232084,DDA,2014-06-26 16:22:07,39.6745,25.648,11.59,4.1,-,EGE DENIZI
230872,DDA,2014-06-23 10:13:09,40,36.3891,6.59,4,Türkiye,TOKAT
230676,DDA,2014-06-20 13:59:42,36.3646,28.5753,49.42,4.3,-,AKDENIZ-DOGU BASENI
230635,DDA,2014-06-19 20:30:47,35.8063,32.1423,47.95,4.5,-,AKDENIZ-DOGU BASENI
230313,DDA,2014-06-15 19:46:54,40.226,25.1253,10.99,4.1,-,EGE DENIZI
230110,DDA,2014-06-13 16:00:36,38.6768,43.1676,7.34,4,Türkiye,VAN
230061,DDA,2014-06-13 00:34:52,35.4378,27.0975,58.73,4.8,-,KARPATHOS ADASI
229941,DDA,2014-06-11 16:42:10,38.5696,43.1288,9.61,4.4,Türkiye,-
229897,DDA,2014-06-11 03:53:42,34.9001,28.3678,50.36,5.2,-,AKDENIZ-DOGU BASENI
229750,DDA,2014-06-09 03:38:34,36.6125,36.0651,20.56,4.5,-,-
229575,DDA,2014-06-06 17:10:27,39.8421,24.477,34.78,4.4,-,EGE DENIZI
229559,DDA,2014-06-06 12:21:02,39.2268,23.7748,6.89,4.2,-,EGE DENIZI
229100,DDA,2014-06-01 12:05:53,34.654,24.617,32.5,4.7,-,AKDENIZ-DOGU BASENI
229054,DDA,2014-05-31 22:08:29,35.0325,26.0556,6.65,4.1,Greece,-
228830,DDA,2014-05-30 04:06:21,40.1746,25.6383,19.57,4.1,-,-
228743,DDA,2014-05-29 06:00:53,40.1191,24.3585,20.66,4,-,EGE DENIZI
228592,DDA,2014-05-28 03:59:51,40.3923,26.177,12.07,4.1,-,-
228564,DDA,2014-05-28 00:03:41,40.4911,42.3998,10.61,4.3,Türkiye,ERZURUM
227429,DDA,2014-05-27 00:16:16,38.8628,43.5591,12.38,4.3,Türkiye,VAN
227419,DDA,2014-05-26 21:28:37,40.2476,25.02,15.29,4.1,-,EGE DENIZI
227149,DDA,2014-05-25 11:47:54,40.4411,26.041,28.65,4.5,-,-
227148,DDA,2014-05-25 11:38:38,40.4128,26.1851,20.71,4.8,-,-
226990,DDA,2014-05-25 00:08:00,40.0706,24.4488,39.43,4.3,-,EGE DENIZI
226976,DDA,2014-05-24 23:00:36,40.3895,25.9876,4.18,4.2,-,-
226963,DDA,2014-05-24 22:08:39,40.135,24.1628,5.78,4,-,EGE DENIZI
226891,DDA,2014-05-24 17:25:21,40.1675,23.2506,6.42,4.1,-,EGE DENIZI
226886,DDA,2014-05-24 16:49:50,40.1726,23.462,11.01,4.5,-,EGE DENIZI
226862,DDA,2014-05-24 15:01:32,40.377,26.1345,15.47,4,-,-
226860,DDA,2014-05-24 14:49:15,40.3816,26.0231,11.87,4.5,-,-
226857,DDA,2014-05-24 14:40:24,40.1306,24.423,10.27,4.1,-,EGE DENIZI
226822,DDA,2014-05-24 12:46:01,40.2568,25.3188,37.81,4.2,-,EGE DENIZI
226802,DDA,2014-05-24 11:33:08,40.2765,25.77,14.92,4.5,Türkiye,-
226799,DDA,2014-05-24 11:18:45,40.3861,26.2146,25.58,4,Türkiye,-
226786,DDA,2014-05-24 10:35:00,40.397,26.1291,24.92,4.3,Türkiye,-
226776,DDA,2014-05-24 10:11:40,40.3888,26.1786,19.09,4.6,Türkiye,-
226779,DDA,2014-05-24 09:33:47,40.4213,26.2166,7.13,4.4,-,-
226770,DDA,2014-05-24 09:31:18,40.3951,26.3058,6.98,5.3,-,-
226769,DDA,2014-05-24 09:25:01,40.3035,25.2801,25.48,6.5,-,EGE DENIZI
226527,DDA,2014-05-20 23:30:48,39.6118,24.5303,32.07,4.3,-,EGE DENIZI
226392,DDA,2014-05-18 12:08:08,34.74,26.108,39.4,4.3,-,AKDENIZ-DOGU BASENI
225778,DDA,2014-05-10 03:04:50,38.6626,22.6185,7.01,4.1,Greece,-
225489,DDA,2014-05-06 01:59:59,39.4118,23.905,17.54,4.1,-,EGE DENIZI
225432,DDA,2014-05-05 05:05:41,36.0475,31.0761,50.22,4.3,-,AKDENIZ-DOGU BASENI
225308,DDA,2014-05-03 04:46:42,36.3276,28.8631,32.25,4.1,-,AKDENIZ-DOGU BASENI
225154,DDA,2014-05-01 17:33:40,37.0261,27.4613,11.18,4.1,Türkiye,MUGLA
225140,DDA,2014-05-01 14:16:12,38.0225,27.051,8.23,4.1,-,-
225109,DDA,2014-05-01 07:36:09,39.455,37.3521,6.97,4.2,Türkiye,SIVAS
225053,DDA,2014-04-30 04:03:31,38.252,25.06,39.12,4.7,-,EGE DENIZI
225019,DDA,2014-04-29 12:37:48,35.787,23.328,15.9,4.2,-,AKDENIZ-DOGU BASENI
224430,DDA,2014-04-21 13:05:54,35.3996,31.582,58.41,4,-,AKDENIZ-DOGU BASENI
224290,DDA,2014-04-19 23:39:58,37.0345,28.8783,14.17,4,Türkiye,MUGLA
224018,DDA,2014-04-16 23:49:52,36.2666,31.3651,29.1,4.2,-,-
222180,DDA,2014-04-07 01:01:43,35.9943,31.7008,25.97,4.1,-,AKDENIZ-DOGU BASENI
222064,DDA,2014-04-04 20:08:08,37.2983,23.7596,38.37,5.2,-,EGE DENIZI
221974,DDA,2014-04-03 13:56:13,37.8451,42.972,12,4.2,Türkiye,VAN
221740,DDA,2014-03-31 11:16:43,34.63,24.315,34.7,4,-,AKDENIZ-DOGU BASENI
221668,DDA,2014-03-30 10:52:00,38.1675,46.7881,7.39,4,Iran,-
221543,DDA,2014-03-29 05:45:36,35.3805,22.769,7.27,4.1,-,AKDENIZ-DOGU BASENI
221399,DDA,2014-03-27 13:12:40,35.146,27.8685,33.52,4,-,AKDENIZ-DOGU BASENI
221390,DDA,2014-03-27 11:12:10,34.435,25.219,82.8,4.2,-,AKDENIZ-DOGU BASENI
221245,DDA,2014-03-26 14:00:14,38.1253,38.5763,12.25,4,Türkiye,MALATYA
221243,DDA,2014-03-26 11:34:32,34.75,25.612,53.8,4.2,-,-
219724,DDA,2014-03-18 14:33:10,38.8508,43.5828,8.55,4,Türkiye,VAN
219703,DDA,2014-03-18 09:28:46,38.859,43.549,9.2,4.2,Türkiye,VAN
217577,DDA,2014-03-15 05:29:34,37.616,25.5008,15.19,4.1,-,EGE DENIZI
217017,DDA,2014-03-06 15:15:20,35.9801,31.371,39.48,4.3,-,AKDENIZ-DOGU BASENI
216955,DDA,2014-03-05 12:03:30,38.6781,43.1888,6.84,4,Türkiye,VAN
216736,DDA,2014-03-02 04:25:58,36.7391,35.1893,25.3,4.2,Türkiye,ADANA
216544,DDA,2014-02-28 03:51:52,36.286,25.178,21.4,4.1,-,EGE DENIZI
216535,DDA,2014-02-27 19:16:56,35.588,23.376,37.3,4,-,AKDENIZ-DOGU BASENI
216287,DDA,2014-02-24 04:41:04,34.899,24.1125,10.49,4,-,AKDENIZ-DOGU BASENI
216189,DDA,2014-02-22 15:42:06,37.429,36.4001,11.55,4.4,Türkiye,K.MARAS
215936,DDA,2014-02-18 21:51:35,38.8368,43.563,11.67,4.6,Türkiye,VAN
214713,DDA,2014-02-14 00:33:39,36.7523,36.037,15.67,4.5,-,-
214220,DDA,2014-02-06 07:58:28,38.734,22.486,27.9,4.5,Greece,-
214062,DDA,2014-02-03 18:29:44,34.8096,32.5463,24.57,4.1,KIBRIS,-
213796,DDA,2014-01-29 10:02:33,36.0668,29.062,40.7,4.1,-,AKDENIZ-DOGU BASENI
212424,DDA,2014-01-23 09:44:23,35.456,39.9838,2.39,4.2,SURIYE,-
210764,DDA,2014-01-13 10:51:26,39.8125,26.1363,12.1,4.1,-,-
210566,DDA,2014-01-10 13:20:47,37.264,36.247,8.31,4,Türkiye,OSMANIYE
210552,DDA,2014-01-10 07:20:46,39.4531,27.9588,15.14,4,Türkiye,BALIKESIR
210384,DDA,2014-01-07 19:41:21,39.7968,26.141,12.1,4,-,-
210300,DDA,2014-01-06 14:44:56,34.822,24.871,15,4,-,-
210047,DDA,2013-12-28 15:21:03,36.048,31.332,43.6,6,-,AKDENIZ-DOGU BASENI
210037,DDA,2013-12-25 18:11:37,36.9883,31.0406,52.38,4.1,Türkiye,ANTALYA
210028,DDA,2013-12-24 23:10:52,35.1638,26.4166,7.97,4.1,-,-
210026,DDA,2013-12-24 03:32:45,34.7961,26.1326,6.8,4.3,-,-
210010,DDA,2013-12-24 02:17:43,38.8776,43.5106,0,4.1,Türkiye,VAN
209958,DDA,2013-12-19 02:03:36,34.8995,28.7518,42.29,4.2,-,AKDENIZ-DOGU BASENI
209948,DDA,2013-12-18 21:20:07,39.8753,25.516,17.11,4.1,-,EGE DENIZI
209930,DDA,2013-12-15 20:40:23,35.011,25.744,5.2,4.2,-,-
209846,DDA,2013-12-08 17:31:57,36.692,31.257,65,5,-,-
209639,DDA,2013-11-28 23:49:48,35.036,24.235,15,4.3,-,-
209627,DDA,2013-11-27 14:21:06,37.3071,22.4621,4.89,4.5,Greece,-
209625,DDA,2013-11-27 04:21:36,40.8155,27.908,9.06,4,-,-
209624,DDA,2013-11-27 04:13:37,40.8338,27.9051,18.83,4.5,-,-
209540,DDA,2013-11-24 20:49:37,40.765,31.876,19.7,4.9,Türkiye,BOLU
209524,DDA,2013-11-24 03:20:26,36.006,45.2531,1.43,4.3,Iraq,-
209523,DDA,2013-11-23 23:26:42,35.7386,44.3265,6.06,5,Iraq,-
209487,DDA,2013-11-22 06:51:35,34.723,43.159,0,5.3,Iraq,-
208957,DDA,2013-11-13 07:13:45,34.771,27.746,4,4.4,-,AKDENIZ-DOGU BASENI
208701,DDA,2013-11-09 21:21:00,38.3912,45.0505,4.11,4.1,IRAN,-
208595,DDA,2013-11-08 10:12:54,37.6853,47.423,15.73,4.1,IRAN,-
208489,DDA,2013-11-07 06:39:28,37.37,36.242,17.57,4.1,Türkiye,OSMANIYE
208396,DDA,2013-11-05 17:42:47,34.373,25.252,15,4.1,-,AKDENIZ-DOGU BASENI
207904,DDA,2013-10-30 22:40:32,38.6801,43.2338,21.51,4,Türkiye,VAN
207817,DDA,2013-10-30 03:17:11,36.9088,27.5408,22.18,4,Türkiye,-
207302,DDA,2013-10-23 12:24:22,36.3508,34.3323,21.35,4.5,-,AKDENIZ-DOGU BASENI
206954,DDA,2013-10-18 01:26:46,36.7517,27.3967,113.45,4.3,Türkiye,-
206617,DDA,2013-10-11 05:15:58,40.5427,24.6047,30.53,4.4,-,EGE DENIZI
206148,DDA,2013-10-04 22:50:27,39.988,42.9488,21.27,4.3,Türkiye,AGRI
205459,DDA,2013-09-26 02:55:37,38.8597,43.532,14.85,4,Türkiye,VAN
205353,DDA,2013-09-25 02:18:09,35.2076,26.2893,13.15,4,YUNANISTAN,GIRIT ADASI
205066,DDA,2013-09-21 11:31:08,35.8103,31.1517,42.49,4,-,AKDENIZ-DOGU BASENI
205037,DDA,2013-09-21 02:15:44,38.6735,43.4187,17.03,4.5,Türkiye,VAN
204825,DDA,2013-09-18 18:22:41,39.6987,41.6773,11.24,4.3,Türkiye,ERZURUM
204733,DDA,2013-09-18 00:23:33,42.195,45.4973,8.48,4,GURCISTAN,-
204709,DDA,2013-09-17 23:14:28,39.0798,41.3833,21.97,4,Türkiye,MUS
204653,DDA,2013-09-17 20:40:50,39.0516,41.3988,19.01,4.9,Türkiye,MUS
204610,DDA,2013-09-17 04:09:12,42.0392,45.751,7.58,4.8,GURCISTAN,-
204550,DDA,2013-09-16 10:31:39,39.0297,41.4348,19.46,4.5,Türkiye,MUS
203980,DDA,2013-09-08 04:59:45,34.7214,25.0247,10.76,4.7,YUNANISTAN,-
203551,DDA,2013-09-02 10:34:49,35.117,27.7542,7.27,4.1,-,AKDENIZ-DOGU BASENI
203236,DDA,2013-08-29 06:20:34,40.3493,27.459,26.15,4.3,Türkiye,-
203144,DDA,2013-08-28 06:26:08,38.3793,38.9065,18.24,4.2,Türkiye,ELAZIG
202856,DDA,2013-08-25 01:18:08,41.3988,46.8365,25.47,4,Azerbaijan,Qax
202367,DDA,2013-08-17 18:16:31,40.4132,29.1193,14.34,4.5,Türkiye,BURSA
201698,DDA,2013-08-07 05:20:31,39.2092,29.416,20.86,4.4,Türkiye,KÜTAHYA
201326,DDA,2013-08-02 01:10:28,36.6497,43.2213,11.33,4.5,IRAK,-
201215,DDA,2013-07-31 13:18:14,36.0485,31.331,42.54,4,-,AKDENIZ-DOGU BASENI
201175,DDA,2013-07-31 01:26:53,40.3037,25.7712,26.71,4,Türkiye,-
201081,DDA,2013-07-30 06:28:52,40.2687,25.8168,24.4,4.1,Türkiye,-
201080,DDA,2013-07-30 06:28:06,40.297,25.7933,24.81,4.1,Türkiye,-
201060,DDA,2013-07-30 05:33:07,40.3028,25.7902,20.01,5.3,Türkiye,-
200963,DDA,2013-07-28 18:57:55,40.9952,34.3733,17.37,4.4,Türkiye,ÇORUM
200732,DDA,2013-07-26 00:22:54,36.0573,35.8673,25.78,4.3,Türkiye,-
200723,DDA,2013-07-25 23:05:48,37.3902,26.8428,25.43,4.1,YUNANISTAN,-
200623,DDA,2013-07-24 12:59:10,41.719,32.3902,20.09,4,Türkiye,BARTIN
200397,DDA,2013-07-21 21:43:41,41.1153,33.5258,13.44,4.3,Türkiye,KASTAMONU
200063,DDA,2013-07-17 11:44:18,36.1025,31.2278,30.94,4,-,AKDENIZ-DOGU BASENI
199757,DDA,2013-07-13 17:31:47,37.1143,42.4382,13.7,4,IRAK,-
199626,DDA,2013-07-12 00:36:57,40.3738,25.946,27.85,4.3,Türkiye,-
198725,DDA,2013-06-30 13:16:14,36.0027,27.5278,30.75,4,YUNANISTAN,-
198551,DDA,2013-06-27 23:03:02,36.7512,31.2353,50.65,4.1,Türkiye,-
198013,DDA,2013-06-21 18:26:40,36.6242,27.9318,83.41,4.2,Türkiye,-
197606,DDA,2013-06-16 20:31:38,38.1072,37.0793,13.05,4.1,Türkiye,K.MARAS
197577,DDA,2013-06-16 10:34:39,38.8797,43.5823,17.52,4,Türkiye,VAN
197523,DDA,2013-06-15 17:03:15,34.7649,26.4014,30.35,4.4,-,AKDENIZ-DOGU BASENI
197521,DDA,2013-06-15 17:00:11,34.7315,25.9044,37.3,4.5,-,AKDENIZ-DOGU BASENI
197520,DDA,2013-06-15 16:54:34,34.7172,25.8987,30.8,4.1,-,AKDENIZ-DOGU BASENI
197518,DDA,2013-06-15 16:51:32,34.714,25.7874,31.59,4.4,-,AKDENIZ-DOGU BASENI
197515,DDA,2013-06-15 16:46:44,34.7327,25.8984,31.37,4.3,-,AKDENIZ-DOGU BASENI
197279,DDA,2013-06-12 19:02:51,38.6247,43.6905,15.91,4.6,Türkiye,VAN
197006,DDA,2013-06-09 15:15:08,38.8048,26.784,26.69,4,Türkiye,-
197002,DDA,2013-06-09 14:18:56,39.1392,29.022,15.61,4.1,Türkiye,KÜTAHYA
196545,DDA,2013-06-04 04:12:27,38.6155,37.3748,15.76,4.3,Türkiye,MALATYA
196530,DDA,2013-06-04 01:57:00,38.384,24.6082,20.4,4.1,-,EGE DENIZI
196037,DDA,2013-05-29 14:43:31,39.1362,29.0983,7,4,Türkiye,KÜTAHYA
194737,DDA,2013-05-16 21:26:39,37.0218,28.3715,16.61,4.2,Türkiye,MUGLA
194735,DDA,2013-05-16 21:21:17,37.0053,28.41,20.87,4.4,Türkiye,MUGLA
194623,DDA,2013-05-16 03:02:01,36.9827,28.4208,25.43,4.6,Türkiye,MUGLA
194591,DDA,2013-05-15 16:52:27,36.9835,30.5023,53.53,4.3,Türkiye,ANTALYA
194542,DDA,2013-05-15 07:09:58,39.0063,41.1835,15.64,4.4,Türkiye,BINGÖL
193741,DDA,2013-05-06 18:33:18,37.3033,37.13,12.36,4.3,Türkiye,K.MARAS
193416,DDA,2013-05-03 16:22:50,40.3955,22.7801,10.85,4,-,EGE DENIZI
193108,DDA,2013-05-01 06:50:51,37.298,37.114,13.26,4.4,Türkiye,K.MARAS
193105,DDA,2013-05-01 06:47:56,37.306,37.1017,7.89,4.2,Türkiye,K.MARAS
192881,DDA,2013-04-28 16:30:53,36.9433,27.7677,21.74,4.2,Türkiye,-
192737,DDA,2013-04-27 14:04:17,40.0497,25.9223,26.01,4,Türkiye,-
192536,DDA,2013-04-25 22:54:14,37.3105,37.1127,12.01,4.4,Türkiye,K.MARAS
192000,DDA,2013-04-21 01:45:38,36.1927,28.1948,50.96,4.4,YUNANISTAN,-
191862,DDA,2013-04-19 20:50:00,37.3173,37.1225,8.2,4,Türkiye,K.MARAS
191752,DDA,2013-04-18 10:40:37,38.4076,45.5701,14.87,4.5,IRAN,-
191425,DDA,2013-04-14 18:25:21,37.3075,36.2097,19.96,4,Türkiye,OSMANIYE
190634,DDA,2013-04-06 11:26:05,34.731,23.828,15,5.2,-,AKDENIZ-DOGU BASENI
190445,DDA,2013-04-04 06:34:26,37.3193,37.121,8.95,4.1,Türkiye,K.MARAS
190216,DDA,2013-04-01 16:54:56,38.8478,26.0055,36.74,4.2,-,EGE DENIZI
190146,DDA,2013-03-31 16:28:14,36.4332,25.0665,6.66,4.1,-,EGE DENIZI
189668,DDA,2013-03-25 20:55:18,35.9387,25.079,5.85,4.5,-,EGE DENIZI
189228,DDA,2013-03-20 17:14:47,35.4533,28.8598,27.84,4,-,AKDENIZ-DOGU BASENI
189129,DDA,2013-03-19 12:44:31,42.0992,29.59,46.11,4.5,-,KARADENIZ
188854,DDA,2013-03-15 16:21:35,35.6142,27.8003,29.74,4.2,-,AKDENIZ-DOGU BASENI
188718,DDA,2013-03-13 18:28:11,40.1163,34.381,19.06,4.1,Türkiye,ÇORUM
188650,DDA,2013-03-13 06:22:58,36.5657,43.342,4.07,4.8,IRAK,-
188611,DDA,2013-03-12 20:47:01,39.1203,29.0583,12.81,4.1,Türkiye,KÜTAHYA
188497,DDA,2013-03-11 14:57:03,36.4662,43.3813,3.61,5.2,IRAK,-
188383,DDA,2013-03-10 10:04:14,38.674,43.3892,21.95,4,Türkiye,VAN
188142,DDA,2013-03-07 21:50:58,40.8147,36.1693,20.62,4.3,Türkiye,AMASYA
188084,DDA,2013-03-07 03:21:11,38.7548,43.5548,20.85,4.2,Türkiye,VAN
188078,DDA,2013-03-07 01:02:42,35.869,26.6598,29.14,4,YUNANISTAN,-
187825,DDA,2013-03-03 11:22:25,36.1057,34.608,24.16,4,-,AKDENIZ-DOGU BASENI
187555,DDA,2013-02-27 22:05:57,36.7298,26.5115,140.27,4.1,YUNANISTAN,-
187319,DDA,2013-02-25 08:03:44,37.188,44.7523,4.09,4.1,Türkiye,HAKKARI
186928,DDA,2013-02-21 10:18:49,37.3502,26.8907,25.98,4.6,YUNANISTAN,-
186816,DDA,2013-02-20 06:59:01,37.9095,29.3203,22.78,4.1,Türkiye,DENIZLI
186768,DDA,2013-02-19 12:34:52,34.9338,28.3343,6.04,4.3,-,AKDENIZ-DOGU BASENI
186161,DDA,2013-02-12 20:20:32,37.1065,36.9522,12.99,4.2,Türkiye,GAZIANTEP
186148,DDA,2013-02-12 17:00:17,38.5935,43.22,22.41,4.3,Türkiye,VAN
186069,DDA,2013-02-11 15:00:29,39.7292,25.6595,23.09,4,-,EGE DENIZI
185981,DDA,2013-02-10 18:10:41,39.731,25.5945,19.18,4.1,-,EGE DENIZI
185133,DDA,2013-01-31 01:45:53,38.8235,43.6605,16.2,4,Türkiye,VAN
184934,DDA,2013-01-29 01:48:52,35.4082,27.0355,7.45,4.3,YUNANISTAN,-
184151,DDA,2013-01-19 19:26:40,39.6382,25.6795,20.91,4.2,-,EGE DENIZI
183609,DDA,2013-01-13 17:54:32,39.652,25.6377,25.5,4.3,-,EGE DENIZI
183562,DDA,2013-01-13 08:55:14,39.6758,25.5837,24.87,4.5,-,EGE DENIZI
183518,DDA,2013-01-12 20:50:11,38.8458,26.0447,32.95,4.1,-,EGE DENIZI
183497,DDA,2013-01-12 13:47:38,39.6447,25.6733,6.89,4,-,EGE DENIZI
183418,DDA,2013-01-11 21:56:16,40.3985,25.9448,24.78,4.2,Türkiye,-
183324,DDA,2013-01-11 00:30:19,39.679,25.5208,26.83,4.6,-,EGE DENIZI
183245,DDA,2013-01-10 05:49:57,39.6408,25.5828,21.88,4.2,-,EGE DENIZI
183159,DDA,2013-01-09 15:41:32,39.7075,25.658,22.81,4.9,-,EGE DENIZI
183024,DDA,2013-01-08 14:16:09,39.68,25.67,22.9,5.6,-,EGE DENIZI
182980,DDA,2013-01-08 06:15:05,37.9108,37.9265,7.6,4.3,Türkiye,MALATYA
182977,DDA,2013-01-08 06:05:06,37.936,37.9788,15.35,4.7,Türkiye,MALATYA
181993,DDA,2012-12-27 16:09:10,36.2252,28.9237,25.14,4,-,AKDENIZ-DOGU BASENI
181764,DDA,2012-12-25 22:55:50,42.3147,41.0372,8.82,4.4,-,KARADENIZ
181762,DDA,2012-12-25 22:44:30,42.3792,40.8657,5.86,5.4,-,KARADENIZ
181732,DDA,2012-12-25 15:35:52,39.8472,34.1,17.12,4.1,Türkiye,YOZGAT
181670,DDA,2012-12-24 22:41:13,36.6978,26.5405,36.73,4.4,YUNANISTAN,-
181607,DDA,2012-12-24 04:14:48,37.8497,37.0177,12.4,4,Türkiye,K.MARAS
181522,DDA,2012-12-23 13:31:39,42.2423,40.904,13.42,5.5,-,KARADENIZ
181506,DDA,2012-12-23 07:12:30,38.4312,44.8953,5,4.2,IRAN,-
180659,DDA,2012-12-12 07:52:47,39.3738,40.9137,14.84,4,Türkiye,BINGÖL
180643,DDA,2012-12-12 01:18:13,37.328,36.237,20.12,4.1,Türkiye,OSMANIYE
180326,DDA,2012-12-07 04:50:57,36.6823,31.5755,90.08,4.1,Türkiye,-
180270,DDA,2012-12-06 12:38:18,38.8222,43.667,19.57,4,Türkiye,VAN
180060,DDA,2012-12-02 19:02:57,36.6298,27.9543,4.05,4,Türkiye,-
179949,DDA,2012-12-01 03:51:42,37.4735,38.3485,17.86,4.1,Türkiye,SANLIURFA
179881,DDA,2012-11-30 02:32:36,37.2087,28.6405,20.27,4.2,Türkiye,MUGLA
179419,DDA,2012-11-26 17:35:41,36.6177,27.9523,7.4,4.8,Türkiye,-
179191,DDA,2012-11-25 08:51:46,36.5958,27.922,10.77,4,Türkiye,-
179102,DDA,2012-11-24 21:35:21,36.6172,27.9445,4.45,4.1,Türkiye,-
179100,DDA,2012-11-24 21:31:15,36.5883,27.9277,20.59,4.2,Türkiye,-
179097,DDA,2012-11-24 21:04:17,36.6002,27.9387,11.66,4.3,Türkiye,-
179088,DDA,2012-11-24 16:04:28,38.833,43.5725,17.53,4.5,Türkiye,VAN
178771,DDA,2012-11-20 17:56:28,39.489,39.8407,11.9,4.2,Türkiye,TUNCELI
178627,DDA,2012-11-18 19:18:45,37.3262,37.133,27.95,4,Türkiye,K.MARAS
178241,DDA,2012-11-14 07:24:28,35.8452,29.693,29.37,4.4,-,AKDENIZ-DOGU BASENI
178189,DDA,2012-11-14 00:03:20,37.3368,37.1902,7.1,4,Türkiye,K.MARAS
178188,DDA,2012-11-14 00:01:59,37.3052,37.1202,27.71,4.4,Türkiye,K.MARAS
178187,DDA,2012-11-13 23:55:48,37.3055,37.12,23.41,4.7,Türkiye,K.MARAS
177973,DDA,2012-11-10 11:00:31,38.676,43.1632,17.6,4,Türkiye,-
177315,DDA,2012-10-30 00:12:35,39.1385,29.1787,21.35,4.1,Türkiye,KÜTAHYA
177129,DDA,2012-10-26 09:40:33,36.5058,31.4583,53.52,4.3,Türkiye,-
176463,DDA,2012-10-16 10:25:04,37.271,37.1372,28.96,4.6,Türkiye,K.MARAS
176414,DDA,2012-10-16 01:16:18,37.2773,37.1484,13.3,4.6,Türkiye,K.MARAS
175722,DDA,2012-10-05 10:25:27,39.3502,33.7987,19.84,4.5,Türkiye,KIRSEHIR
